BS_Tilt,BS_Azimuth,BS_Height,Distance,UE_Azimuth,UE_Tilt,LOS,Indoor_Path,Outdoor_Path,RSRP
0.0,72.0,35.0,1008.7,299.72,-0.99399,0.0,331.71,674.78,-115.02
0.0,57.0,37.0,1072.0,306.39,-0.45428,0.0,139.01,931.05,-104.9
0.0,68.0,34.0,1524.0,31.531,-1.1841,0.0,293.83,1228.7,-125.34
2.0,197.0,32.0,1154.5,30.964,-1.8108,0.0,283.01,870.46,-111.52
0.0,200.0,32.0,1497.4,190.35,-2.2755,0.0,314.61,1182.3,-118.71
0.0,41.6,32.0,1160.9,219.41,-1.209,0.0,331.52,827.92,-106.21
0.0,314.0,28.0,255.84,251.07,-7.0192,1.0,0.0,255.18,-84.149
5.0,183.0,34.0,1597.1,48.223,-2.0978,0.0,268.0,1326.3,-121.96
0.0,301.0,34.0,367.02,36.245,-6.4512,0.0,128.83,237.77,-94.336
0.0,309.0,32.0,799.72,302.7,-1.1104,0.0,30.404,767.7,-112.15
0.0,44.0,29.0,791.68,233.94,-1.4833,0.0,156.48,633.64,-93.711
0.0,72.0,35.0,1316.0,269.96,-0.54422,0.0,235.56,1076.7,-108.77
6.0,299.0,35.0,1443.6,281.22,-0.13892,0.0,401.09,1038.6,-127.65
0.0,58.0,32.0,965.17,41.934,-2.2843,0.0,394.63,569.18,-124.02
0.0,42.0,29.0,1050.4,264.76,-0.73633,0.0,275.97,771.45,-110.9
0.0,58.0,32.0,1778.0,5.4541,-0.33835,0.0,470.76,1306.9,-121.34
0.0,42.0,29.0,224.22,92.556,-10.239,0.0,8.0262,215.56,-96.149
6.0,299.0,35.0,633.68,331.33,-2.3044,0.0,119.88,513.33,-111.84
0.0,179.0,32.0,308.57,148.11,-7.6599,0.0,44.344,263.95,-94.524
0.0,68.0,34.0,1438.7,86.493,-2.5273,0.0,277.83,1156.8,-126.84
0.0,183.0,32.0,1983.4,18.855,-0.88098,0.0,819.51,1163.0,-112.52
0.0,183.0,32.0,1179.2,15.191,-1.2874,0.0,289.01,889.76,-105.71
0.0,183.0,32.0,1046.8,14.381,-1.5595,0.0,157.58,888.85,-99.586
0.0,314.3,32.0,691.75,277.39,-0.70401,0.0,99.873,589.95,-106.34
0.0,59.0,32.0,536.6,35.289,-5.2704,0.0,111.47,424.55,-101.46
0.0,200.0,32.0,1168.8,184.61,-2.9143,1.0,0.0,1168.6,-99.336
0.0,58.0,28.0,1090.2,16.191,-1.9175,0.0,13.325,1076.5,-98.586
0.0,183.0,32.0,1049.5,3.0587,-1.0099,0.0,54.699,994.61,-96.524
0.0,301.0,34.0,1541.8,52.246,-2.2101,0.0,213.08,1325.8,-119.27
0.0,175.0,29.0,725.47,67.04,-3.6674,0.0,143.62,580.06,-105.46
0.0,55.0,32.0,556.79,286.81,-2.0058,0.0,86.829,468.51,-93.586
0.0,55.0,32.0,1831.1,29.547,-1.3296,0.0,324.29,1505.3,-128.21
0.0,301.0,34.0,1719.8,31.009,-1.2159,0.0,185.55,1532.7,-119.9
0.0,282.0,29.0,1300.4,276.89,-0.24234,0.0,465.91,830.85,-121.71
0.0,58.0,28.0,518.59,209.58,-4.2458,0.0,14.774,503.37,-83.899
0.0,72.0,35.0,1326.9,342.0,-0.84192,0.0,133.12,1193.3,-115.21
0.0,152.0,29.0,206.3,229.13,-8.6813,0.0,75.363,130.58,-93.274
0.0,208.0,35.0,493.39,244.68,-3.1902,0.0,185.68,306.53,-110.21
0.0,183.0,32.0,282.64,273.85,-6.159,0.0,96.631,185.21,-92.649
0.0,200.0,32.0,742.82,184.01,-4.5796,0.0,83.027,659.66,-108.52
0.0,319.0,32.0,891.69,95.212,-3.3055,0.0,364.57,524.61,-104.15
0.0,44.0,29.0,714.34,88.235,-3.6445,0.0,253.9,458.4,-110.21
0.0,41.6,32.0,774.22,256.56,-0.99896,0.0,188.76,583.35,-95.461
0.0,41.6,32.0,542.23,34.1,-4.1665,0.0,65.838,475.83,-107.46
2.0,180.0,28.0,366.15,147.26,-6.4663,0.0,13.825,352.0,-88.149
0.0,208.0,35.0,416.54,22.44,-4.4614,0.0,115.69,300.6,-78.836
0.0,58.0,32.0,1081.5,18.1,-1.6154,0.0,222.37,858.66,-119.09
0.0,314.0,28.0,552.01,36.455,-3.9896,0.0,148.23,403.15,-106.4
6.0,299.0,35.0,803.75,353.14,-1.9596,0.0,164.56,639.04,-109.65
0.0,59.0,32.0,311.97,46.688,-7.938,0.0,39.514,271.95,-95.149
0.0,314.3,32.0,1344.2,202.48,-1.5554,0.0,365.83,977.53,-122.09
0.0,57.0,37.0,130.03,268.68,-15.27,0.0,14.28,115.38,-72.774
0.0,314.3,32.0,473.56,24.184,-4.1668,0.0,177.47,295.78,-98.524
0.0,201.0,35.0,1782.7,344.05,0.11249,0.0,105.44,1676.6,-95.149
0.0,72.0,35.0,1725.3,330.86,0.24907,0.0,221.55,1502.4,-116.65
1.0,297.0,29.0,197.33,341.38,-7.3633,0.0,39.829,157.42,-84.961
5.0,183.0,34.0,1803.3,40.998,-1.7311,0.0,446.77,1354.0,-120.21
0.0,208.0,35.0,1036.0,298.67,-0.63599,0.0,86.034,947.7,-109.46
0.0,57.0,37.0,770.52,7.4571,-2.5637,0.0,212.35,557.99,-122.27
0.0,309.0,32.0,299.21,109.53,-7.5205,0.0,20.224,278.23,-73.899
0.0,314.3,32.0,1532.2,205.06,-1.3646,0.0,103.29,1427.9,-122.46
0.0,201.0,35.0,1745.1,318.65,0.2134,0.0,16.014,1726.9,-110.02
0.0,72.0,35.0,1330.7,279.08,-0.366,0.0,235.28,1091.7,-113.4
0.0,201.0,35.0,1517.4,312.54,0.018879,0.0,14.3,1500.8,-112.84
0.0,175.0,29.0,984.99,51.14,-2.8189,0.0,33.476,949.71,-102.34
0.0,301.0,34.0,1635.1,92.103,-2.294,0.0,413.23,1217.2,-102.59
0.0,175.0,29.0,1015.6,98.665,-3.0155,0.0,13.41,999.37,-97.899
0.0,314.3,32.0,1168.9,166.8,-2.327,0.0,132.12,1036.5,-105.96
0.0,200.0,32.0,1506.8,141.79,-2.8305,0.0,121.93,1383.2,-120.46
0.0,57.0,37.0,1155.2,268.96,-0.32239,0.0,289.56,862.35,-113.71
0.0,58.0,28.0,1019.0,265.61,-1.0963,0.0,416.57,599.53,-107.46
0.0,44.0,29.0,722.93,72.116,-3.6013,0.0,91.255,629.78,-109.09
2.0,197.0,32.0,1166.0,355.87,-0.9581,0.0,103.83,1062.0,-120.52
0.0,68.0,34.0,1233.4,40.133,-2.1591,0.0,380.01,851.75,-121.02
0.0,57.0,37.0,398.56,349.59,-4.2332,0.0,36.81,361.65,-88.774
0.0,309.0,32.0,204.07,81.83,-10.412,0.0,17.871,185.63,-66.461
0.0,175.0,29.0,782.74,27.547,-1.7928,0.0,427.27,354.86,-96.836
0.0,41.6,32.0,479.3,253.27,-2.091,0.0,32.186,445.84,-86.649
0.0,200.0,32.0,368.03,180.78,-7.9658,0.0,7.2686,360.7,-87.961
0.0,200.0,32.0,946.22,235.2,-2.33,0.0,161.07,783.24,-120.27
2.0,180.0,28.0,682.03,43.099,-3.3983,0.0,177.48,503.55,-84.836
0.0,282.0,29.0,869.99,196.77,-2.3366,0.0,339.83,529.8,-114.09
6.0,299.0,35.0,1572.3,317.76,0.12754,0.0,37.573,1532.6,-115.4
0.0,175.0,29.0,1022.4,160.87,-2.8835,0.0,377.64,644.37,-124.71
0.0,68.0,34.0,528.39,187.39,-5.1368,0.0,54.206,474.07,-80.211
2.0,180.0,28.0,410.83,315.1,-4.2458,0.0,53.04,357.19,-91.899
0.0,175.0,29.0,1414.8,32.061,-1.6397,0.0,571.27,842.15,-112.46
0.0,59.0,32.0,1189.5,178.27,-3.0076,0.0,20.93,1168.4,-99.836
0.0,319.0,32.0,180.6,217.12,-11.121,0.0,0.92506,179.46,-71.899
5.0,183.0,34.0,934.26,358.65,-1.3183,0.0,96.412,837.69,-110.46
0.0,57.0,37.0,1178.9,308.08,-0.2673,0.0,267.68,909.08,-111.09
0.0,314.0,28.0,691.87,23.601,-3.1024,0.0,23.98,667.46,-119.46
0.0,282.0,29.0,587.43,176.0,-3.8469,0.0,224.57,362.76,-89.461
0.0,201.0,35.0,1821.6,3.0525,-0.83347,0.0,40.148,1781.1,-102.59
0.0,309.0,32.0,988.75,278.84,-0.49255,0.0,205.83,780.19,-120.09
0.0,57.0,37.0,365.12,300.99,-5.0866,0.0,150.35,214.01,-89.399
0.0,175.0,29.0,988.07,177.33,-2.6366,0.0,382.97,604.93,-123.27
0.0,306.0,32.0,323.08,196.36,-8.0164,0.0,104.48,218.47,-91.774
0.0,208.0,35.0,153.38,257.96,-12.677,0.0,3.4894,149.46,-86.774
0.0,319.0,32.0,783.67,297.68,-0.69455,0.0,284.45,497.47,-106.59
0.0,200.0,32.0,1886.4,163.75,-2.2616,0.0,284.75,1601.0,-127.65
0.0,183.0,32.0,370.87,205.04,-5.9266,0.0,76.749,293.87,-100.02
0.0,314.3,32.0,864.52,265.62,-0.69586,0.0,288.89,573.18,-120.77
0.0,309.0,32.0,793.15,43.007,-2.9231,0.0,190.14,601.85,-104.02
0.0,44.0,29.0,680.8,75.8,-3.7398,0.0,60.168,618.79,-106.4
0.0,208.0,35.0,443.28,343.49,-3.6787,0.0,108.19,334.93,-85.524
0.0,68.0,34.0,411.36,83.86,-6.7242,1.0,0.0,410.2,-89.211
0.0,55.0,32.0,873.0,90.066,-3.2452,0.0,398.2,472.32,-111.15
5.0,183.0,34.0,1227.5,113.22,-3.0546,0.0,364.45,860.06,-125.21
0.0,310.0,32.0,1567.5,21.835,-1.334,0.0,561.67,1004.9,-124.46
0.0,58.0,32.0,998.99,10.264,-1.5768,0.0,471.08,527.64,-124.34
0.0,41.6,32.0,287.14,332.63,-2.4927,0.0,22.228,264.71,-92.899
0.0,58.0,32.0,635.44,7.5053,-2.9279,0.0,242.72,392.58,-107.65
0.0,58.0,28.0,697.72,329.8,-2.0111,0.0,327.77,369.39,-107.46
6.0,299.0,35.0,1196.4,2.7787,-1.5082,0.0,289.93,906.27,-123.15
0.0,55.0,32.0,818.04,291.14,-0.80542,0.0,18.617,797.41,-93.586
0.0,55.0,32.0,630.2,351.33,-2.5894,0.0,219.19,410.87,-117.9
0.0,72.0,35.0,986.7,334.42,-1.1902,0.0,283.74,702.35,-124.21
0.0,301.0,34.0,533.46,190.8,-4.8751,0.0,55.649,477.66,-95.461
0.0,58.0,32.0,1575.9,337.5,0.054535,0.0,69.375,1505.7,-114.34
0.0,44.0,29.0,1062.1,26.444,-1.2136,0.0,199.77,861.58,-124.02
0.0,57.0,37.0,89.359,328.27,-21.667,1.0,0.0,89.282,-74.149
2.0,197.0,32.0,1457.4,347.52,-0.21622,0.0,182.83,1274.2,-107.96
0.0,58.0,32.0,842.16,67.668,-2.8211,0.0,83.883,756.18,-111.4
0.0,310.0,32.0,1770.1,357.22,0.14566,0.0,189.36,1580.4,-130.09
0.0,319.0,32.0,735.83,316.98,-1.2846,0.0,175.33,559.5,-108.21
0.0,200.0,32.0,1017.0,244.12,-1.8866,0.0,193.17,821.45,-121.02
0.0,310.0,32.0,988.33,318.57,-0.60867,0.0,451.81,535.25,-127.71
0.0,179.0,32.0,665.92,146.45,-3.9088,0.0,183.97,481.32,-103.96
0.0,41.6,32.0,1664.0,174.72,-1.7726,0.0,415.25,1248.5,-115.15
1.0,297.0,29.0,506.01,11.976,-2.546,0.0,183.53,322.34,-116.65
2.0,180.0,28.0,1042.8,263.45,-1.0713,0.0,476.08,563.79,-127.96
2.0,197.0,32.0,313.09,247.86,-5.7452,0.0,129.72,182.59,-97.961
0.0,57.0,37.0,909.14,223.08,-2.0473,1.0,0.0,907.81,-84.524
0.0,42.0,29.0,910.77,292.74,-0.40891,0.0,158.86,749.72,-106.34
0.0,41.6,32.0,1439.0,179.6,-1.9303,0.0,349.46,1089.3,-115.15
0.0,58.0,28.0,1321.2,271.08,-0.32523,0.0,608.42,709.06,-105.27
0.0,314.0,28.0,1156.2,258.02,-1.0158,0.0,528.51,624.5,-124.46
0.0,152.0,29.0,1426.4,242.48,-0.54227,0.0,188.8,1234.3,-114.77
0.0,44.0,29.0,19.698,203.96,-60.976,0.0,4.6869,14.998,-56.336
0.0,200.0,32.0,1173.5,127.66,-3.5352,1.0,0.0,1171.4,-99.461
0.0,201.0,35.0,1091.1,349.28,-1.4438,0.0,296.23,794.56,-96.836
0.0,57.0,37.0,209.15,249.57,-9.0998,0.0,11.523,197.1,-61.399
0.0,175.0,29.0,1281.0,41.931,-2.0342,0.0,371.27,907.92,-107.77
0.0,201.0,35.0,1258.8,340.41,-0.93298,0.0,169.75,1088.5,-105.96
0.0,42.0,29.0,1526.3,221.73,-1.1448,0.0,298.22,1225.9,-97.774
0.0,301.0,34.0,872.51,8.9009,-1.6084,0.0,63.691,808.6,-122.4
2.0,197.0,32.0,1112.7,42.45,-2.0331,0.0,146.19,964.88,-102.21
2.0,197.0,32.0,1349.0,311.91,0.10618,0.0,313.53,1033.3,-123.15
0.0,183.0,32.0,460.67,262.77,-3.2923,0.0,84.256,375.11,-106.34
0.0,72.0,35.0,333.65,209.64,-6.0733,0.0,1.0516,332.32,-71.086
0.0,282.0,29.0,998.39,334.62,-0.14346,0.0,118.74,879.04,-111.96
0.0,68.0,34.0,910.16,112.48,-3.6776,0.0,292.0,615.96,-124.15
0.0,282.0,29.0,898.39,245.12,-1.4984,0.0,19.47,876.76,-99.774
0.0,200.0,32.0,1342.2,134.15,-3.1343,0.0,148.55,1191.7,-114.84
0.0,55.0,32.0,1058.8,322.95,-0.62228,0.0,278.84,778.81,-122.71
0.0,175.0,29.0,398.32,320.19,-2.8027,0.0,128.34,269.5,-83.461
0.0,306.0,32.0,1217.5,139.3,-3.4078,0.0,224.45,991.55,-92.649
0.0,58.0,28.0,753.28,281.18,-1.7109,0.0,158.71,592.52,-103.21
0.0,58.0,32.0,1552.7,355.53,-0.20294,0.0,73.839,1478.6,-127.9
0.0,200.0,32.0,1798.8,183.22,-2.149,0.0,477.23,1321.3,-115.21
2.0,180.0,28.0,1259.8,333.35,-0.29562,1.0,0.0,1259.0,-108.27
0.0,319.0,32.0,696.32,75.784,-3.7386,0.0,256.65,437.79,-106.4
0.0,152.0,29.0,646.41,207.95,-3.0551,0.0,47.768,598.13,-96.524
0.0,319.0,32.0,493.08,276.4,-2.7286,0.0,59.652,432.04,-102.71
0.0,208.0,35.0,1165.0,332.89,-0.12296,0.0,235.68,928.57,-114.02
0.0,314.0,28.0,1451.4,255.48,-0.41449,0.0,184.41,1263.1,-121.15
0.0,208.0,35.0,378.41,308.78,-4.7585,0.0,13.464,364.29,-85.524
0.0,310.0,32.0,610.63,47.057,-3.4208,0.0,188.29,421.33,-111.71
0.0,319.0,32.0,875.02,112.23,-3.4336,0.0,8.754,864.14,-96.024
1.0,297.0,29.0,695.48,136.92,-3.7431,0.0,17.17,677.36,-88.024
0.0,58.0,32.0,1339.1,10.194,-1.3475,0.0,519.2,819.59,-125.84
0.0,44.0,29.0,108.47,161.73,-19.542,0.0,43.369,65.054,-80.961
5.0,183.0,34.0,1010.5,10.665,-1.3889,0.0,242.33,767.84,-109.46
0.0,208.0,35.0,814.59,145.96,-3.3372,0.0,9.4998,804.31,-115.77
0.0,59.0,32.0,1077.7,149.13,-3.6369,0.0,205.31,871.5,-112.59
0.0,152.0,29.0,1266.6,216.36,-1.3794,0.0,419.52,845.67,-127.02
0.0,301.0,34.0,633.77,49.095,-4.3761,0.0,112.31,520.36,-91.461
0.0,58.0,32.0,1001.4,1.6023,-1.4015,0.0,390.48,610.74,-115.02
0.0,309.0,32.0,1153.3,288.29,-0.22357,1.0,0.0,1150.3,-99.149
0.0,57.0,37.0,664.3,332.08,-1.6814,1.0,0.0,663.82,-117.59
1.0,297.0,29.0,1375.7,125.71,-2.3934,0.0,363.91,1009.2,-93.336
0.0,58.0,32.0,1767.5,351.05,0.17829,0.0,277.38,1489.8,-123.4
0.0,55.0,32.0,335.49,102.92,-6.8834,0.0,192.12,142.47,-111.84
0.0,58.0,32.0,410.25,324.02,-3.5568,0.0,215.43,194.39,-104.21
0.0,42.0,29.0,558.71,5.6494,-3.7377,0.0,115.19,443.41,-107.21
0.0,282.0,29.0,940.98,330.87,-0.030457,0.0,191.56,748.72,-114.09
0.0,282.0,29.0,545.21,348.9,-3.5161,0.0,73.783,471.29,-103.4
6.0,299.0,35.0,1456.4,310.77,-0.098358,0.0,26.239,1427.7,-125.02
2.0,197.0,32.0,806.9,344.62,-1.952,0.0,435.2,371.42,-110.59
0.0,152.0,29.0,1232.8,176.93,-2.1138,0.0,78.287,1154.3,-108.96
0.0,55.0,32.0,1173.5,42.513,-2.1717,0.0,462.38,709.42,-122.84
2.0,197.0,32.0,268.78,66.773,-7.9425,0.0,30.342,237.78,-68.149
2.0,180.0,28.0,1278.4,273.5,-0.33615,0.0,478.9,795.87,-113.65
0.0,208.0,35.0,1129.8,262.83,-0.48175,0.0,156.0,970.65,-111.27
2.0,197.0,32.0,535.54,2.5686,-3.3662,0.0,230.39,305.06,-91.399
0.0,58.0,28.0,833.68,17.522,-2.5069,0.0,203.3,630.02,-113.52
0.0,58.0,32.0,349.72,339.23,-4.4962,0.0,219.56,130.0,-107.15
0.0,310.0,32.0,1380.5,319.97,-0.14526,0.0,407.79,971.02,-120.02
0.0,68.0,34.0,631.45,344.0,-2.6748,0.0,1.8815,629.35,-95.399
0.0,58.0,28.0,1424.5,335.58,0.14078,0.0,76.284,1347.4,-117.96
0.0,68.0,34.0,639.57,140.71,-4.6927,1.0,0.0,638.81,-93.461
0.0,44.0,29.0,127.09,14.583,-13.495,0.0,1.8684,125.18,-81.336
0.0,59.0,32.0,950.62,150.58,-4.0016,0.0,27.877,922.01,-107.59
0.0,58.0,28.0,508.7,234.28,-3.6555,0.0,70.533,437.16,-81.586
1.0,297.0,29.0,671.66,240.57,-1.5777,0.0,295.89,374.27,-116.02
0.0,59.0,32.0,1253.0,214.63,-1.8513,0.0,16.767,1234.8,-83.774
5.0,183.0,34.0,368.28,105.43,-7.1963,0.0,201.6,165.71,-96.961
0.0,58.0,32.0,871.14,308.9,-0.75632,0.0,345.6,524.03,-117.02
0.0,306.0,32.0,574.6,48.598,-5.7146,0.0,16.583,557.03,-107.77
0.0,183.0,32.0,1127.7,55.915,-2.4119,0.0,41.149,1084.3,-111.77
5.0,183.0,34.0,854.18,12.165,-1.71,0.0,38.305,815.61,-91.086
0.0,55.0,32.0,124.28,198.29,-16.367,0.0,9.5554,114.67,-70.149
5.0,183.0,34.0,479.53,344.02,-3.7584,0.0,29.138,450.22,-80.774
0.0,152.0,29.0,204.28,141.56,-10.944,0.0,67.7,136.34,-92.336
0.0,306.0,32.0,1936.6,181.39,-2.0849,0.0,431.69,1504.5,-116.02
0.0,59.0,32.0,551.29,51.259,-6.0572,0.0,15.245,535.03,-101.84
0.0,72.0,35.0,893.15,4.8169,-2.0199,0.0,116.08,776.9,-109.15
0.0,179.0,32.0,1417.0,222.48,-0.9097,0.0,360.0,1055.0,-119.71
0.0,41.6,32.0,1346.1,206.95,-1.4256,0.0,200.84,1144.3,-104.52
0.0,201.0,35.0,1640.3,288.89,0.22704,0.0,163.86,1472.3,-120.46
0.0,42.0,29.0,952.32,163.91,-2.6754,0.0,81.923,870.07,-98.274
0.0,314.3,32.0,1060.5,178.27,-2.295,0.0,353.74,706.57,-99.711
6.0,299.0,35.0,1460.2,279.54,-0.13733,0.0,381.14,1075.0,-128.84
0.0,57.0,37.0,1312.9,347.95,0.1091,0.0,95.476,1217.1,-118.34
0.0,55.0,32.0,497.93,214.78,-4.5357,0.0,189.34,308.05,-86.461
0.0,59.0,32.0,1784.6,178.49,-2.2622,0.0,398.54,1385.8,-118.09
0.0,309.0,32.0,8.544,69.444,-76.468,0.0,5.6815,2.8408,-55.899
0.0,58.0,32.0,1701.1,355.58,0.084206,0.0,99.347,1601.4,-118.27
0.0,58.0,32.0,1563.2,332.45,0.018326,0.0,423.55,1138.6,-128.65
0.0,152.0,29.0,433.66,313.22,-3.76,1.0,0.0,433.0,-75.336
0.0,301.0,34.0,846.54,46.005,-3.0766,0.0,157.88,687.3,-104.02
5.0,183.0,34.0,1640.2,49.005,-2.0426,0.0,333.18,1304.2,-125.4
1.0,297.0,29.0,236.6,126.58,-10.418,0.0,42.742,193.42,-84.274
0.0,201.0,35.0,253.9,240.51,-7.7379,1.0,0.0,253.33,-90.586
0.0,57.0,37.0,500.63,134.84,-4.9659,0.0,174.88,325.02,-102.4
0.0,59.0,32.0,1188.2,169.43,-3.0592,0.0,360.61,827.28,-104.21
0.0,152.0,29.0,869.47,207.39,-2.1407,0.0,270.66,598.14,-117.96
5.0,183.0,34.0,1393.6,38.21,-1.8289,0.0,420.01,971.85,-114.15
0.0,183.0,32.0,1291.6,24.323,-1.7073,0.0,268.62,1022.2,-97.774
2.0,180.0,28.0,1029.7,13.078,-2.0301,0.0,256.88,772.5,-99.461
2.0,197.0,32.0,1779.5,11.935,-0.88538,0.0,640.6,1138.3,-119.71
0.0,55.0,32.0,318.28,276.86,-5.2954,0.0,58.497,258.89,-81.274
0.0,44.0,29.0,672.82,329.55,-0.97922,0.0,36.48,635.79,-106.02
0.0,152.0,29.0,910.65,244.36,-1.4782,0.0,43.622,864.86,-99.836
0.0,72.0,35.0,1690.2,354.02,-0.72879,0.0,143.41,1546.5,-127.15
0.0,58.0,32.0,1126.4,332.05,-0.58493,0.0,348.69,776.92,-128.27
0.0,42.0,29.0,1017.5,191.8,-2.2794,0.0,68.061,949.12,-97.461
0.0,152.0,29.0,755.04,264.07,-1.4794,0.0,144.7,608.21,-111.4
0.0,58.0,28.0,527.52,65.232,-4.3902,0.0,8.1541,518.1,-103.65
0.0,208.0,35.0,1084.0,285.41,-0.34357,0.0,190.57,890.54,-126.21
0.0,68.0,34.0,838.77,357.54,-1.7413,0.0,97.325,741.31,-114.27
0.0,201.0,35.0,394.44,280.37,-3.9881,1.0,0.0,393.36,-86.211
0.0,42.0,29.0,649.13,271.15,-1.7207,0.0,121.29,525.99,-104.9
6.0,299.0,35.0,659.0,0.086943,-2.7366,0.0,121.78,537.11,-113.52
6.0,299.0,35.0,1207.4,343.05,-1.1624,0.0,311.21,895.8,-127.52
0.0,208.0,35.0,630.66,171.06,-3.9457,0.0,211.09,419.43,-107.34
5.0,183.0,34.0,1544.4,23.345,-0.68628,0.0,6.9886,1536.5,-94.899
0.0,200.0,32.0,543.21,181.58,-5.6249,1.0,0.0,543.12,-107.09
2.0,180.0,28.0,362.99,47.121,-6.0543,0.0,113.1,249.29,-81.086
0.0,314.0,28.0,1025.7,336.13,-1.0891,0.0,88.798,936.33,-115.27
0.0,309.0,32.0,902.74,209.46,-2.3787,0.0,433.58,468.39,-122.02
0.0,179.0,32.0,277.61,142.76,-8.7041,0.0,41.692,235.61,-97.274
0.0,282.0,29.0,74.33,222.27,-24.261,1.0,0.0,74.225,-73.149
0.0,201.0,35.0,1691.9,295.19,0.22013,0.0,355.79,1332.1,-124.09
0.0,310.0,32.0,1149.4,337.38,-0.57324,0.0,470.27,678.51,-124.09
5.0,183.0,34.0,1220.4,22.804,-1.1501,0.0,45.725,1173.9,-111.52
0.0,175.0,29.0,366.4,154.97,-6.6164,1.0,0.0,366.18,-87.899
0.0,282.0,29.0,1504.1,236.55,-0.6666,0.0,438.58,1062.4,-129.77
0.0,314.3,32.0,1166.0,239.15,-0.7616,0.0,157.03,1006.4,-118.77
0.0,179.0,32.0,1356.3,189.42,-1.7526,0.0,426.39,929.56,-128.4
2.0,180.0,28.0,1200.6,327.45,-0.35791,0.0,196.19,1003.3,-104.77
0.0,310.0,32.0,1364.9,313.99,0.062966,0.0,153.06,1209.8,-126.77
0.0,314.0,28.0,675.84,287.66,-2.2455,0.0,141.25,532.86,-118.4
5.0,183.0,34.0,1179.4,82.742,-2.9364,1.0,0.0,1176.1,-97.774
0.0,301.0,34.0,927.31,12.013,-1.5134,0.0,191.38,735.65,-114.4
0.0,208.0,35.0,1264.0,18.019,-1.6541,0.0,228.05,1035.4,-92.711
0.0,57.0,37.0,492.54,354.17,-3.3116,0.0,195.16,297.3,-106.02
0.0,55.0,32.0,164.88,275.92,-11.151,0.0,77.881,86.535,-61.586
0.0,201.0,35.0,1150.9,2.2906,-1.5677,0.0,292.46,858.26,-105.02
0.0,72.0,35.0,954.09,262.53,-1.3509,0.0,251.44,699.97,-103.21
2.0,180.0,28.0,501.53,140.5,-4.9572,0.0,14.787,486.14,-105.02
0.0,208.0,35.0,768.41,96.801,-3.3887,0.0,205.77,560.5,-103.96
0.0,68.0,34.0,796.64,55.432,-3.4839,0.0,347.52,447.51,-123.21
1.0,297.0,29.0,1000.9,96.713,-3.0598,0.0,48.714,949.35,-84.149
0.0,306.0,32.0,1303.6,206.57,-2.0428,0.0,87.186,1215.5,-125.27
0.0,57.0,37.0,882.57,54.779,-2.757,0.0,2.0839,878.72,-110.46
0.0,310.0,32.0,479.21,355.93,-3.5227,0.0,150.92,328.21,-102.52
2.0,197.0,32.0,1393.2,332.61,-0.18506,0.0,101.48,1290.8,-110.09
0.0,282.0,29.0,516.38,31.135,-4.2639,1.0,0.0,515.91,-81.086
0.0,200.0,32.0,1506.8,181.9,-2.3752,0.0,81.978,1424.6,-122.34
0.0,319.0,32.0,856.98,18.646,-2.1051,0.0,95.605,760.98,-110.21
0.0,319.0,32.0,297.06,123.05,-7.9529,0.0,213.34,83.121,-67.711
0.0,58.0,32.0,781.04,285.67,-1.2836,0.0,11.994,767.0,-101.34
2.0,197.0,32.0,539.14,264.89,-3.0259,0.0,9.2097,528.4,-91.711
0.0,59.0,32.0,289.66,239.27,-7.3765,0.0,50.811,238.22,-77.086
0.0,68.0,34.0,292.48,82.535,-8.4595,0.0,88.189,203.47,-96.899
0.0,59.0,32.0,1360.3,176.67,-2.6306,0.0,226.68,1133.4,-105.84
0.0,68.0,34.0,1284.1,86.026,-2.742,0.0,4.0284,1276.4,-106.84
0.0,282.0,29.0,926.39,324.8,0.15462,0.0,28.696,896.76,-100.46
0.0,314.3,32.0,1392.2,169.99,-2.0774,0.0,236.74,1155.1,-102.4
0.0,310.0,32.0,207.96,275.52,-8.3435,0.0,92.745,114.63,-89.524
0.0,58.0,32.0,1182.5,324.36,-0.4603,0.0,408.27,772.98,-125.15
0.0,201.0,35.0,1099.0,15.301,-1.746,1.0,0.0,1098.5,-81.086
0.0,175.0,29.0,984.65,130.39,-3.052,0.0,128.82,854.19,-116.02
0.0,200.0,32.0,1685.0,204.36,-1.8186,0.0,271.92,1412.0,-121.02
0.0,310.0,32.0,1205.5,341.63,-0.45154,0.0,25.719,1179.3,-108.77
0.0,310.0,32.0,820.67,81.663,-3.0341,0.0,112.36,706.02,-92.836
2.0,197.0,32.0,1037.8,323.66,-0.63486,0.0,249.97,786.77,-118.15
0.0,314.3,32.0,1504.1,180.69,-1.8849,0.0,416.02,1087.8,-113.02
0.0,319.0,32.0,789.11,35.926,-2.7208,0.0,192.99,595.22,-125.46
1.0,297.0,29.0,1203.0,118.82,-2.6414,0.0,399.04,801.39,-96.836
0.0,310.0,32.0,1582.3,17.393,-1.2852,0.0,92.024,1489.6,-115.02
0.0,201.0,35.0,1600.3,328.47,0.017901,1.0,0.0,1599.0,-98.336
0.0,179.0,32.0,1226.0,188.02,-1.8454,0.0,166.68,1059.0,-115.34
0.0,314.3,32.0,1495.5,225.19,-0.74704,0.0,128.22,1365.0,-129.34
0.0,55.0,32.0,1389.6,38.866,-1.9165,0.0,468.01,919.88,-125.59
0.0,59.0,32.0,812.05,95.725,-4.8217,0.0,77.507,732.27,-114.46
